"Product","Country","Ingredients","Price","Rev_score","Rev_count","Size","Brand"
"theBalm Sexy Mama Translucent Powder Blot","USA","Mica, Boron Nitride, Zea Mays Starch (Corn), Polyethylene, Silica, Isoeicosane, Zinc Stearate, PTFE, Styrene/DVB Crosspolymer, Polyisobutene, Dimethylimidazolidinone Rice Starch, Gossypium Herbaceum Powder (Cotton), Sodium Dehydroacetate, Dimethicone, Iron Oxides (CI 77491, CI 77492, CI 77499)",20,NA,176,0.25,"theBalm"
"Revlon Shoot the Moon Cheek Draping Palette, Sunset On Pluto","United States","Mica, Talc, Calcium Sodium Borosilicate, Caprylic/Capric Triglyceride, Dimethicone, Silica, Magnesium Stearate, Nylon-12, Boron Nitride, Isostearyl Alcohol, Paraffinum Liquidum/Mineral Oil/Huile Minerale, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Ethylhexylglycerin, Methicone, Paraffin, Sorbitan Isostearate, Tocopheryl Acetate, Caprylyl Glycol, Sodium Dehydroacetate, Iron Oxides (CI 77491 CI 77499), Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891)",14.99,NA,176,0.15,"Revlon"
"Black Radiance True Complexion HD Tinted Primer SPF 15 Natural Nude","China","Homosalate - 4 %, Octisalate - 2 %, Titanium Dioxide - 1.5 %",NA,5,1,1,"Black"
"theBalm TimeBalm Concealer Lighter than light","USA","Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007), Tridecyl Trimellitate, Neopentyl Glycol Dicaprylate/Dicaprate, Talc, Diethylhexyl Adipate, Isoeicosane, Cera Carnauba (Copernicia Cerifera (Carnauba) Wax, Cire De Carnauba), Cera Alba (Beeswax, Cire D'Abeille), Octyldodecanol, Retinyl Palmitate, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, C18-36 Acid Glycol Ester, Panthenol, Tribehenin, Ceresin, Lauroyl Lysine, Caprylic/Capric Triglyceride, Linoleic Acid, Glycine Soja Sterols (Soybean), Phospholipids, Silica, Propyl Gallate, Glycine Soja Oil (Soybean)",18,NA,1,0.26,"theBalm"
"Revlon PhotoReady Insta-Fix Highlighter, Pink Light","","Dimethicone, Isohexadecane, Polyethylene, Triethylhexanoin, Neopentyl Glycol Diheptanoate, Silica, Microcrystalline Wax, Adipic Acid/Neopentyl Glycol Crosspolymer, Boron Nitride, Methyl Methacrylate Crosspolymer, Phenyl Trimethicone, Ozokerite, Triethoxycaprylylsilane, Nylon-12, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Dimethicone Crosspolymer, Methicone, Hydrolyzed Oat Flour, Niacinamide, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, C12-15 Alkyl Benzoate, Bis-(C12-14 Alkyl PPG-4), Hexamethylenediurea, Sodium Lauroyl Lactylate, Linoleic Acid, Lecithin, Methoxy Amodimethicone/Silsesquioxane Copolymer, Phytosteryl Canola Glycerides, Oleic Acid, Palmitic Acid, Alumina, Ceramide Np, Hydrogenated Jojoba Oil, Stearic Acid, Tocopherol, Triolein, Ceramide Ap, Phytosphingosine, Cholesterol, Xanthan Gum, Carbomer, Ceramide Eop, Sorbic Acid, Titanium Dioxide [Nano], Zinc Oxide [Nano], May Contain, [+/-: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470)]",14.49,4.5,448,0.24,"Revlon"
"Maybelline New York FaceStudio Master Holographic Prismatic Highlighter, 100","United States","CAPRYLIC/CAPRIC TRIGLYCERIDE, BIS-DIGLYCERYL POLYACYLADIPATE-2, DIISOSTEARYL MALATE, PHENYL TRIMETHICONE, MICROCRYSTALLINE CELLULOSE, DIMETHICONE, CALCIUM ALUMINUM BOROSILICATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, CAPRYLYL GLYCOL, ETHYLHEXYLGLYCERIN, SILICA, SORBIC ACID, SYNTHETIC FLUORPHLOGOPITE, SODIUM DEHYDROACETATE, TOCOPHERYL ACETATE, TIN OXIDE, HYDROGEN DIMETHICONE, TOCOPHEROL, CALCIUM SODIUM BOROSILICATE, MAY CONTAIN MICA, CI 77891 / TITANIUM DIOXIDE, CI 77491, CI 77492, CI 77499 / IRON OXIDES, CI 77007 / ULTRAMARINES, CI 75470 / CARMINE, CI 77510 / FERRIC FERROCYANIDE",9.99,4,338,0.24,"Maybelline"
"L'Oreal Paris Lumi Powder Glow Illuminator, Ice","United States","TALC, SYNTHETIC FLUORPHLOGOPITE, TRIISOSTEARIN, PHENYL TRIMETHICONE, MAGNESIUM STEARATE, CALCIUM SODIUM BOROSILICATE, CAPRYLYL, GLYCOL, TIN OXIDE, SILICA, MAY CONTAIN /PEUT CONTENIR: MICA, CI 77891/TITANIUM DIOXIDE, CI 77007/ULTRAMARINES, CI 75470/CARMINE, CI 42090/BLUE 1 LAKE, Cl 77491, Cl 77492, Cl 77499/IRON OXIDES",12.79,3.6,42,0.31,"L'Oreal"
"CoverGirl & Olay Simply Ageless Foundation + Titanium Dioxide Broad Spectrum SPF 28, Creamy Natural","USA","Titanium Dioxide - 4.9 %",NA,4.1,1566,0.4,"CoverGirl"
"L'Oreal Paris True Match Super-Blendable Compact Makeup, Buff Beige N4","","Octinoxate (5%)",12.49,4,78,0.3,"L'Oreal"
"Rimmel Match Perfection Foundation, Classic Ivory","Monaco","Octinoxate (4%), Titanium Dioxide (5%)",NA,NA,78,1,"Rimmel"
"Soap & Glory Kick Ass All Day Foundation 05W","France","Aqua (Water/Eau), Cyclopentasiloxane, Caprylyl Methicone, BIS-PEG/PPG-14/14 dimethicone, Butylene glycol, Boron nitride, Trimethylsiloxysilicate, Mica, Talc, Disteardimonium hectorite, Dimethicone, Phenoxyethanol, Tocopheryl acetate, Magnesium sulfate, Propylene carbonate, Xanthan gum, Triethoxycaprylylsilane, Methylparaben, Ethylparaben, Pentaerythrityl tetra-di-t-butyl Hydroxyhydrocinnamate, +/- CI 77491 (Iron oxides), CI 77492 (Iron oxides), CI 77499 (Iron oxides), CI 77891 (Titanium dioxide)",16,NA,78,1,"Soap"
"Rimmel BB Cream, Matte Light","","Water, Cyclopentasiloxane, Alcohol, Butylene Glycol, Glycerin, Lauryl Peg 9 Polydimethylsiloxyethyl Dimethicone, Talc, Phenyl Trimethicone, Magnesium Sulfate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Aluminum Dimyristate, Bambusa Arundinacea Stem Extract, BHT, Bis PEG/PPG 14/14 Dimethicone, Disodium Stearoyl Glutamate, Hamamelis Virginiana (Witch Hazel) Water, Kaolin, Lactic Acid, Laminaria Saccharina Extract, Nylon 12, Pentaerythrityl Tetra Di T Butyl Hydroxyhydrocinnamate, Sorbitol, Spiraea Ulmaria Extract, Tocopherol, Triethoxycaprylylsilane, Salicylic Acid, Fragrance, Titanium Dioxide, Iron Oxides",NA,NA,78,1,"Rimmel"
"CoverGirl Outlast Stay Fabulous 3-in-1 Foundation + Broad Spectrum SPF 20, Classic Ivory 810","USA","Ensulizole, Water, Cyclopentasiloxane, Propylene Glycol, Talc, Dimethicone, Aluminum Starch, Octenylsuccinate, Sodium Chloride, PEG/PPG-18, PVP, Benzyl Alcohol, Phenoxyethanol, Sodium Hydroxide, Ethylene, Copolymer, Trihydroxystearin, Arachidyl Behenate, Methicone, Silica, Synthetic Wax, Sodium Benzoate, Hexyl Laurate, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Isopropyl Titanium Triisostearate, Ethylene Brassylate, Behenic Acid, Polyethylene, Iron Oxides, Titanium Dioxide",NA,4.2,1287,1,"CoverGirl"
"Black Radiance Color Perfect Oil-Free Liquid Make-up, Butter Scotch","China","Water/Eau, Glyceryl Stearate, Cyclopentasiloxane, Isododecane, Isostearyl Neopentanoate, Caprylic/Capric Triglyceride, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Polyglyceryl-4 Isostearate, Aluminum Starch Octenylsuccinate, Triethanolamine, Magnesium Aluminum Silicate, Cellulose Gum, Disodium Stearoyl Glutamate, Chlorphenesin, Disteardimonium Hectorite, Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Acrylates Copolymer, Oenothera Biennis (Evening Primrose) Oil, Methylisothiazolinone, Phospholipids, Disodium Edta, Trisodium Edta, Talc, [+/- (May Contain/Peut Contenir): Chromium Hydroxide Green/Ci 77289, Iron Oxides/Ci 77491, Ci 77492, Ci 77499, Titanium Dioxide/Ci 77891, Ultramarines/Ci 77007]",NA,NA,1287,1,"Black"
"CoverGirl Trublend Minerals Pressed Powder, Translucent Fair 1","USA","Talc, Mica, Octyldodecyl Stearoyl Stearate, Dimethicone, Hydrogenated Coco Glycerides, PTFE, Lecithin, Methicone, Ammonium Styrene/Acrylates Copolymer, Sodium Dehydroacetate, Propylparaben, Methylparaben, Styrene Acrylates Copolymer, May Contain (+/-): Iron Oxides, Titanium Dioxide, Red 36 (CI 12085), Yellow 5 Aluminum Lake, Zinc Oxide",NA,4,231,0.39,"CoverGirl"
"Physicians Formula Mineral Wear 3-in-1 Setting Powder, Set/Bright/Bake","United States","CALCIUM ALUMINUM BOROSILICATE, SILICA, CAPRYLYL GLYCOL, PHENOXYETHANOL, MICA",NA,5,1,0.68,"Physicians"
"CoverGirl TruBlend Undercover Concealer, Golden Caramel","United States","AQUA/WATER/EAU, ISODODECANE, CYCLOPENTASILOXANE, TALC, TRIMETHYLSILOXYSILICATE, BUTYLENE GLYCOL, CETYL PEG/PPG-10/1 DIMETHICONE, CETEARYL ETHYLHEXANOATE, ACRYLATES CROSSPOLYMER, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, MAGNESIUM SULFATE, BIS-PEG/PPG-14/14 DIMETHICONE, BORON NITRIDE, AMMONIUM ACRYLATES COPOLYMER, TRIBEHENIN, ISOPROPYL TITANIUM TRIISOSTEARATE, DISTEARDIMONIUM HECTORITE, LAURETH-7, LECITHIN, PHENOXYETHANOL, TRIHYDROXYSTEARIN, CHLORPHENESIN, PROPYLENE CARBONATE, XANTHAN GUM, ALCOHOL DENAT., GLYCERIN, TOCOPHERYL ACETATE, DISODIUM EDTA, DISODIUM DECETH-6 SULFOSUCCINATE, SODIUM PCA, UREA, LAURETH-30, SODIUM DEHYDROACETATE, TREHALOSE, HEXYLENE GLYCOL, POLYQUATERNIUM-51, CAPRYLYL GLYCOL, TRIACETIN, SODIUM HYALURONATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, May Contain/Peut Contenir/+/-: TITANIUM DIOXIDE (CI 77891), IRON OXIDES (CI 77491, CI 77492, CI 77499)",10.99,NA,1,0.1,"CoverGirl"
"Avene Complexion Correcting Shield SPF 50+ Light","US","Titanium Dioxide 13.2%, Zinc Oxide 15.6%",NA,NA,1,1.35,"Avene"
"CoverGirl Simply Powder Foundation, Creamy Natural 520","USA of US and imported parts.","Talc, Octyldodecyl Stearoyl Stearate, Dimethicone, Dextrin, Calcium Silicate (Anticaking Agent), Nylon 12, Zinc Stearate, Quaternium 15, Lecithin, Sodium Dehydroacetate, Tridecyl Trimelitate, Silica, Propylparaben, Methicone, Octyldodecyl Myristate, Methylparaben, Lauroyl Lysine, Glyceryl Rosinate, Iron Oxides, Mica, Titanium Dioxide, Bismuth Oxychloride (CI 77163), May Contain (+/-):, Ultramarines",10.49,3.9,313,0.41,"CoverGirl"
"Almay Smart Shade Finishing Powder, Medium","USA","Talc, Mica, Silica, Caprylic/Capric Triglyceride, Phenyl Trimethicone, Nylon-12, Lecithin, Tocopheryl Acetate, Vitis Vinifera (Grape) Seed Extract, Centaurea Cyanus Flower Extract, Camellia Sinensis Leaf Extract, Panax Ginseng Root Extract, Ginkgo Biloba Leaf Extract, Dimethicone, Dimethicone Crosspolymer, Cyclopentasiloxane, Phenoxyethanol, May Contain, [+/-: Iron Oxides (CI 77491, 77492, 77499)]",NA,1,1,1,"Almay"
"CoverGirl Full Spectrum Matte Ambition All Day Foundation, Deep Cool 3","United States","Aqua/Water/Eau, Cyclopentasiloxane, Talc, Propylene Glycol, Dimethicone, PEG/PPG-18/18 Dimethicone, Aluminum Starch Octenylsuccinate, Sodium Chloride, PVP, Phenoxyethanol, Methicone, Synthetic Beeswax, Trihydroxystearin, 1,2-Hexanediol, Caprylyl Glycol, Sodium Benzoate, Silica, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Synthetic Wax, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Ethylene Brassylate, Polyethylene, Aluminum Hydroxide, Stearic Acid, Isopropyl Titanium Triisostearate, May Contain /+/-: Titanium Dioxide (CI 77891), Iron Oxides (CI 11491, CI 77492, CI 77499)",NA,3.1,33,1,"CoverGirl"
"e.l.f. HD Lifting Concealer, Fair","China","Water (Aqua), Paraffinum Liquidum (Mineral Oil), Isododecane, Glycerin, Tridecyl Trimellitate, Cyclopentasiloxane, Dimethicone, Propylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Cyclohexasiloxane, Sorbitan Oilvate, Talc, Ethylhexylglycerin, Magnesium Sulfate, Phenoxyethanol, Boron Nitride, Magnesium Palmitate, Magnesium Stearate, Disteardimonium Hectorite, Silica Dimethicone Silylate, Caprylyl Glycol, Triethoxycaprylylsilane, Tocopheryl Acetate (Ve), Sodium Ascorbyl Phosphate (Vc), Camellia Sinensis (Green Tea) Leaf Extract, Butylene Glycol, Morus Alba (Mulberry) Leaf Extract, May Contain- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491 CI 77492 CI 77499)",NA,3.8,514,0.22,"e.l.f."
"Circa Beauty Studio Set Translucent Powder, 01 Light","USA","Talc, Nylon-12, Boron Nitride, Silica, Water, Mica, Iron Oxides",NA,4.3,3,0.18,"Circa"
"Revlon PhotoReady Insta-Filter Foundation, Medium Beige","United States","Cyclopentasiloxane, Aqua / Water / Eau, Dimethicone, Titanium Dioxide [Nano], PEG-9 Polydimethylsiloxyethyl Dimethicone, Phenyl Trimethicone, Zinc Oxide [Nano], Butylene Glycol, Silica, Nylon-12, Sodium Chloride, Glycerin, Enantia Chlorantha Bark Extract, Oleanolic Acid, Bis-Stearyl Dimethicone, Dimethicone / PEG-10 / 15 Crosspolymer, Polysilicone-11, Polyglyceryl-3 Diisostearate, Laureth-7, Alumina, Cyclomethicone, Aluminum Hydroxide, Hydrogen Dimethicone, Disteardimonium Hectorite, Ethylene Brassylate, Triethoxycaprylylsilane, Triethyl Citrate, Tocopheryl Acetate, Tetrasodium EDTA, Methicone, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Phenoxyethanol, Ethylparaben, Methylparaben, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Mica",17.99,3.9,74,0.91,"Revlon"
"CoverGirl Aqua Smooth AquaSmooth Compact Solid Foundation SPF 15, Buff Beige","USA","Titanium Dioxide - 9 %",NA,3.5,130,0.4,"CoverGirl"
"Maybelline Brow Drama Shaping Chalk Powder, Auburn","","Boron Nitride, Silica, Dimethicone, Polyethylene, Pentylene Glycol, Pumice, Caprylyl Glycol, Kaolin, Dimethiconol, Ethylhexylglycerin, Copernicia Cerifera Cera/Carnauba Wax/Cire De Carnauba , Glycerin, Caprylhydroxamic Acid, Tocopherol, [+/- May Contain: CI 77491, CI 77492, CI 77499/Iron Oxides, Mica, CI 77891/Titanium Dioxide, CI 77163/Bismuthoxychloride]",9.99,3.6,1987,0.04,"Maybelline"
"Maybelline Instant Age Rewind Eraser Dark Circles Treatment Concealer, 121 Light Honey","United States","AQUA/WATER/EAU, CYCLOPENTASILOXANE, DIMETHICONE, ISODODECANE, GLYCERIN, PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE, BUTYLENE GLYCOL, DIMETHICONE CROSSPOLYMER, NYLON-12, DISTEARDIMONIUM HECTORITE, CYCLOHEXASILOXANE, PEG-10 DIMETHICONE, CETYL PEG/PPG-10/1 DIMETHICONE, PHENOXYETHANOL, SODIUM CHLORIDE, POLYGLYCERYL-4 ISOSTEARATE, CAPRYLYL GLYCOL, DISODIUM STEAROYL GLUTAMATE, ETHYLHEXYLGLYCERIN, METHYLPARABEN, LYCIUM BARBARUM FRUIT EXTRACT, CHLORPHENESIN, ETHYLPARABEN, ALUMINUM HYDROXIDE, STEARETH-20, CHLORHEXIDINE DIGLUCONATE, N-HYDROXYSUCCINIMIDE, POTASSIUM SORBATE, TOCOPHEROL, PALMITOYL OLIGOPEPTIDE, CHRYSIN, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, PALMITOYL TETRAPEPTIDE-7, +/- MAY CONTAIN/PEUT CONTENIR: CI 77891/TITANIUM DIOXIDE, CI 77491 CI 77492 CI 77499/IRON OXIDES",8.49,4.1,1008,0.2,"Maybelline"
"Soap & Glory One Heck of a Blot Face Powder Translucent","Italy","Talc, Silica, Zinc Stearate, Dimethicone, Aluminum Starch Octenylsuccinate, Mica, Pentaerythrityl Tetraisostearate, Chlorphenesin, Potassium Sorbate, Calcium Carbonate, C12-15 Alkyl Benzoate, Tetrasodium EDTA, Methicone, Tribehenin, Ceramide 2, PEG-10 Rapeseed Sterol, Palmitoyl Oligopeptide, CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides)",NA,4.7,26,0.31,"Soap"
"Black Radiance Liquid Radiance, Gold Dust","CHINA","Water/Eau, Isododecane, Bis-PEG-12 Dimethicone, Glycerin, Laureth-12, PEG-30 Dipolyhydroxystearate, Magnesium Aluminum Silicate, 1,2-Hexanediol, Propanediol, Xanthan Gum, Chlorphenesin, Polyurethane-11, Dipotassium Glycyrrhizate, Caprylhydroxamic Acid, Tocopherol, Glycine Soja (Soybean) Oil, Mica, Iron Oxides/CI 77491, Titanium Dioxide/CI 77891, Polymethylsilsesquioxane",NA,NA,26,1,"Black"
"No7 Radiant Glow Concealer Medium","","Aqua (Water), Cyclopentasiloxane, Glycerin, Talc, Paraffinum Liquidum (Mineral Oil), PPG-20, PEG, 20 Dimethicone, Magnesium Sulfate, Hydrogen Dimethicone, Methicone, Aluminum Hydroxide, C12-14 Pareth-3, Methylparaben, Squalane, May Contain: Mica, Cl 77891 (Titanium Dioxide), Cl 77492 (Iron Oxides), Cl 77491 (Iron Oxides), Cl 77499 (Iron Oxides)",NA,NA,26,0.08,"No7"
"Physicians Formula Mineral Wear Powder Compact, Translucent","the USA","Titanium Dioxide 6.0%, Zinc Oxide 4.2%",14.99,4.7,13,0.03,"Physicians"
"e.l.f. Matte Magic Mist & Set","China","",NA,3.9,85,2.02,"e.l.f."
"L.A. Girl Pro.Powder HD.High-Definition Setting Powder Translucent","China","Silica",4.99,3.6,8,0.17,"L.A."
"Physicians Formula The Healthy Foundation SPF 20, MC1 - Medium Cool 1","United States","Octinoxate - 3 % (Sunscreen)",NA,NA,8,1,"Physicians"
"Almay Smart Shade Skintone Matching Makeup, SPF 15, Light/Medium","USA","Titanium Dioxide - 4.0 %, Zinc Oxide - 2.1 %",NA,3.5,8,1,"Almay"
"Revlon Youth FX Fill + Blur Primer For Forehead","USA","Isododecane, Aqua, Water, Eau, Cyclopentasiloxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polysilicone-11, PEG-9 Polydimethylsiloxyethyl Dimethicone, Trimethylsiloxysilicate, Adipic Acid/Neopentyl Glycol Crosspolymer, Maris Sal, Sea Salt, Sel Marin, Glycerin, Methyl Methacrylate Crosspolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Laureth-12, Polysorbate 80, Ethylhexylglycerin, Saccharide Isomerate, Sodium Carrageenan, Phenoxyethanol",19.99,4.2,487,0.5,"Revlon"
"Circa Beauty Color Balance Liquid Foundation, 01 Natural Vanilla","USA","Water, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Cetyl PEG/PPG-10/1 Dimethicone, Polymethylsilsesquioxane, C18-21 Alkane, Polyisobutene, VP/Eicosene Copolymer, Bis-Vinyl Dimethicone/Dimethicone Copolymer, Magnesium Sulfate, Simmondsia Chinensis Seed Oil, Polyglyceryl-4 Isostearate, Hexyl Laurate, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Phenoxyethanol, Beeswax, Ozokerite, Boron Nitride, Disteardimonium Hectorite, Glycereth-18 Ethylhexanoate, Potassium Sorbate, Silica, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Isododecane, Xanthan Gum, Caprylyl Glycol, 1,2-Hexanediol, Glycereth-18, Propylene Carbonate, Triethoxycaprylylsilane, Aluminum Dimyristate, Allantoin, Disodium Stearoyl Glutamate, Titanium Dioxide, Iron Oxides, Mica",NA,4.7,40,1,"Circa"
"CoverGirl Clean Pressed Powder Normal Skin, Creamy Natural 120","","Talc, Zinc Stearate, Kaolin, Avena Sativa (Oat) Kernel Flour, Mineral Oil/Huile Minerale, Fragrance/Parfum, Quaternium-15, Eucalyptus Globulus Leaf Oil, Sodium Dehydroacetate, Dimethicone, Camphor, Menthol, Propylparaben, Eugenia Caryophyllus (Clove) Flower Oil, Methylparaben, BHT, Iron Oxides. May Contain: Titanium Dioxide, Ultramarines",NA,3.2,337,0.39,"CoverGirl"
"Almay Smart Shade Anti-Aging Skintone Matching Makeup, SPF 20, Medium","USA","Titanium Dioxide - 3.9 %, Zinc Oxide - 2.0 %",NA,5,6,1,"Almay"
"Circa Beauty Color Balance BB Cream, 01 Light","USA","Water, Cyclopentasiloxane, Diphenylsiloxy Phenyl Trimethicone, Dimethicone, Polyisobutene, Butylene Glycol, Dimethicone/PEG-10/15 Crosspolymer, PEG-9 Polydimethylsiloxyethyl Dimethicone, Acrylates/Dimethicone Copolymer, Magensium Sulfate, Phenoxyethanol, Dimethicone/Vinyl Dimethicone Crosspolymer, Chlorphenesin, Disodium EDTA, Aluminum Dimyristate, Triethoxycaprylylsilane, Disodium Stearoyl Glutamate, May Contain (+/-): Titanium Dioxide, Mica, Iron Oxides",NA,4.7,26,1,"Circa"
"Black Radiance Color Perfect Liquid Make-Up, Bisque","CHINA","Water/Eau, Glyceryl Stearate, Cyclopentasiloxane, Pentylene Glycol, Talc, Isostearyl Neopentanoate, Isododecane, Caprylic/Capric Triglyceride, Cetyl PEG/PPG-10/1 Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Triethanolamine, Aluminum Starch Octenylsuccinate, Magnesium Aluminum Silicate, Sodium Stearoyl Glutamate, Cellulose Gum, Disteardimonium Hectorite, Synthetic Fluorphlogopite, Chlorphenesin, Disodium EDTA, Chamomilla Recutita (Matricaria) Flower Extract, Aloe Barbadensis Leaf Extract, Hydroxypropyl Cyclodextrin, Acrylates Copolymer, Oenothera Biennis (Evening Primrose) Oil, Iodopropynyl Butylcarbamate, Phospholipids, Tin Oxide (in 8418), Iron Oxides/CI 77491, CI 77492, CI 77499, Titanium Dioxide/CI 77891, Ultramarines/CI 77007, Chromium Hydroxide Green/CI 77289].",NA,NA,26,1,"Black"
"Sleek MakeUP Loose Pigment, Rush (Yellow Gold)","Thailand","Mica, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides)",6.5,5,1,0.07,"Sleek"
"Milani Prime Correct Face Primer","","Water (Aqua), Dimethicone, Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Polysilicone-11, Dimethicone Crosspolymer, Dicaprylyl Ether, Squalane, Isohexadecane Ammonium Polyacryloyldimethyl Taurate, Tocopheryl Acetate, Polysorbate 80, Polysorbate 20, Silica, Glycerin, Propanediol, Polyglyceryl-3 Oleate, Polyglyceryl-10 Mono/Dioleate, Phosphatidylglycerol, Sodium Hyaluronate, Behenyl Behenate, Cetyl Alcohol, Glyceryl Cocoate, Glycine Soja (Soybean) Sterols, Butylene Glycol, Laureth-12, Saccharide Isomerate, Phenoxyethanol, Decylene Glycol, 1,2-Hexanediol, Chromium Oxide Greens (CI 77288), Mica (CI 77019), Bismuth Oxychloride (CI 77163)",NA,4.6,8,0.85,"Milani"
"Revlon Color Correcting Skin Primer Cream 002","USA","Dimethicone, Isododecane, Aqua ([Water] Eau), Trisiloxane, PEG/PPG-19/19 Dimethicone, Isodecyl Neopentanoate, C13-16 Isoparaffin, Silica Silylate, C10-13 Isoparaffin, Dimethicone Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Silica, Tocopherol, Glycerin, Methyl Methacrylate Crosspolymer, Methicone, Calcium Aluminum Borosilicate, Triethoxycaprylylsilane, Phenoxyethanol, Caprylyl Glycol, 1,2-Hexanediol. May Contain:, [+/-: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Ultramarines (CI 77007)]",NA,5,2,0.91,"Revlon"
"Black Radiance Dewy Setting Spray","CHINA","Water/Eau, Alcohol, Isopentyldiol, Propanediol, Polyurethane-35, Glycereth-5 Lactate, Dimethicone PEG/PPG-12/4 Phosphate, Peg-40 Hydrogenated Castor Oil, Chlorphenesin, Caprylhydroxamic Acid, Sodium Citrate, Dipotassium Glycyrrhizate, Citric Acid, Aloe Barbadensis Leaf, Fragrance/Parfum, Sodium Hydroxide, Sodium Hyaluronate",NA,4,1,2.02,"Black"
"NYX Professional Makeup Studio Perfect Primer Lavender","China","Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Dimethicone, Silica, Phenoxyethanol. May Contain: Titanium Dioxide (CI 77891), Chromium Oxide Greens (CI 77288), Manganese Violet (CI 77742), Ultramarines (CI 77007), Iron Oxides (CI 77491, 77492, 77499)",NA,4.3,166,1.01,"NYX"
"theBalm BalmShelter Tinted Moisturizer Dark","","Water (Aqua), Cetearyl Alcohol, Isopropyl Myristate, Cetyl Dimethicone, Dimethicone, Hexyl Laurate, Potassium Cetyl Phosphate, Styrene/DVB Crosspolymer, Sorbitan Sesquioleate, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Sodium Dehydroacetate, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",25,NA,166,1,"theBalm"
"CoverGirl Queen Collection Natural Hue Liquid, Terra 320","","Water, Cyclopentasiloxane, Glycerin, Talc, Sodium Chloride, PEG PPG 18 18 Dimethicone, Arachidyl Behenate, Sodium Dehydroacetate, Phenoxyethanol, Stearic Acid, Ethylene Brassylate, Trihydroxystearin, Trisodium EDTA, Silica, Propylparaben, Dimethicone, Synthetic Wax, Laureth 7, Barium Sulfate, Aluminum Hydroxide, Methicone, Titanium Dioxide, Iron Oxides, Mica",8.49,4.9,7,0.26,"CoverGirl"
"CoverGirl Full Spectrum Matte Ambition All Day Powder Foundation, Tan-Deep Cool","United States","Talc, Zinc Stearate, Caprylic/Capric Triglyceride, Dimethicone, 1,2-Hexanediol, Caprylyl Glycol, Triethoxycaprylylsilane, [May Contain +/-: Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Phenoxyethanol",NA,3.7,3,0.38,"CoverGirl"
"theBalm timeBalm Primer","USA","Cyclopentasiloxane, Dimethicone Crosspolymer, HDI/Trimethylol Hexyllactone Crosspolymer, Silica, C12-15 Alkyl Benzoate, Phenoxyethanol, Ethylhexylglycerin, PPG-26-Buteth-26, Hydrogenated Castor Oil, Polysorbate 80, Hedera Helix Leaf/Stem Extract (Ivy), Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Bioflavonoids, Allantoin, Tin Oxide, Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491)",30,NA,3,1,"theBalm"
"Neutrogena Blemish Concealer, Deep 20","United States","",10.99,3.7,125,0.05,"Neutrogena"
